"201.1957","ChangedScene|PointGameScene"
"202.2079","HasCues|False"
"202.0772","GameStarted"
"203.4703","EnemySpawned|Asteroid|4,258463|6"
"203.6768","KeyDown|LeftArrow"
"205.9573","KeyUp|LeftArrow"
